song_id,description,episode_id,tvshow_id
202770,Detective Chloe Decker and Lucifer interview some suspects,tt8565640,tt4052886
203672,Lucifer goes to get a drink as Dromos shouts his name.,tt8565640,tt4052886
202722,"At Lux, Lucifer and Dromos talk.",tt8565640,tt4052886
186867,Team Lucifer enters the Mayan to confront the demons.,tt8565640,tt4052886
186457,Team Lucifer fights rogue demons.,tt8565640,tt4052886
202768,Eve tells Maze she needs to be alone; Dan contemplates Charlotte's photo; Linda and Amenadiel agree to raise the baby on Earth.,tt8565640,tt4052886
202771,Lucifer walks away from Chloe; He sits on his throne in hell.,tt8565640,tt4052886
274183,Lee parties on a multi-million dollar yacht.,tt10447668,tt4052886
274163,Chloe and Maze dance at Lux.,tt10447668,tt4052886
274150,Lucifer and Lee arrive at the poker game and see Dirty Doug.,tt10447668,tt4052886
274151,Chloe and Maze walk into night game of high stakes poker,tt10447668,tt4052886
274184,Lee tells Lucifer that Dirty Doug killed him.  Chloe is winning poker.,tt10447668,tt4052886
274185,Transition from Linda's house to the precinct.,tt10447668,tt4052886
249610,Dan and Amenadiel set up a sting operation at Lux.,tt10447668,tt4052886
247220,Lucifer arrives at the house to kick some ass.,tt10447668,tt4052886
274148,End montage: Amenadiel and Linda give Charlie a bath; Ella is with someone; Dan is at the precinct; Maze is at Lucifer's penthouse and destroys his piano; Lucifer and Lee are out in the street.,tt10447668,tt4052886
274152,"Someone in a space suit enters a space station.  She walks, holding a knife, toward someone sleeping.  She uses the knife to open a box and take a bite of an apple.  Someone stabs her from behind.",tt10782342,tt4052886
274187,Michael and Amenadiel talk.,tt10782342,tt4052886
274153,Chloe and Michael pursue Donovan in a high-speed car chase.,tt10782342,tt4052886
274188,Linda talks to Amenadiel at Lux.,tt10782342,tt4052886
274162,Chloe attempts to seduce Michael at the precinct.,tt10782342,tt4052886
274161,"At Lux, Amenadiel confronts Michael.",tt10782342,tt4052886
274186,End montage: Michael disappears from Lux; Maze escapes; Linda cries; Chloe kisses a necklace; Amenadiel flies to Hell and tells Lucifer that he needs to return to LA.,tt10782342,tt4052886
274191,Lucifer leaves Amenadiel in the Circus Room.,tt11051084,tt4052886
219094,We fly over the city to the precinct. Lucifer enters the bullpen and sees Chloe.,tt11051084,tt4052886
274189,Lucifer and Chloe are watching a scene of Lieutenant Diablo being shot.,tt11051084,tt4052886
202711,Chloe and Lucifer investigate a pink motel.,tt11051084,tt4052886
274190,Linda and Maze are watching an episode of Lieutenant Diablo together.,tt11051084,tt4052886
246477,Michael and Lucifer fight each other at Lucifer's penthouse.,tt11051084,tt4052886
274166,Lucifer begins to tell Trixie a story.,tt11096710,tt4052886
274155,Lilith sings at the Garden Club.,tt11096710,tt4052886
274157,Lilith and Lucifer sing together at the Garden Club.,tt11096710,tt4052886
74436,Lucifer and Lilith have a conversation.  Lilith decides to give up her immortality.,tt11096710,tt4052886
274167,Lucifer walks a blindfolded Chloe on the beach.,tt11132828,tt4052886
60478,Chloe arrives at the crime scene. Ella takes photos of the victim,tt11132828,tt4052886
274192,Chloe and Amenadiel interview nuns from the convent.,tt11132828,tt4052886
274158,Mazikeen walks around her mother's apartment.,tt11132828,tt4052886
220953,Lucifer and Chloe discuss their relationship and kiss.,tt11132828,tt4052886
274168,A couple is getting hot and heavy on the beach.  They're interrupted by their friend who tells them to come back to the show.  A DJ is playing for a large group of people.,tt11202864,tt4052886
274194,Maze asks Ella how she is always so nice.  Transition to Chloe & Lucifer outside Jed's studio.,tt11202864,tt4052886
274195,All the girls arrive at Lux in their best club gear.,tt11202864,tt4052886
274196,Ella checks the party-goer's ears for a hearing aid & spots a bad boy.  Chloe asks Linda what it's like to sleep with Lucifer.,tt11202864,tt4052886
274159,Lucifer and Chloe have sex.,tt11202864,tt4052886
259846,Transition from Maze and Amenadiel into the precinct.,tt11284730,tt4052886
274197,Lucifer and Chloe talk with Linda at her office.  Maze and Amenadiel meet at Lux.,tt11284730,tt4052886
274198,Amenadiel and Maze fight each other at Lux.,tt11284730,tt4052886
274199,Transition from the crime scene to the gang going over evidence at the precinct.,tt11284730,tt4052886
227972,"At Lux, Amenadiel and Maze have a conversation about what she is looking for.",tt11284730,tt4052886
266375,"Lucifer and Chloe talk at his penthouse.  Dan arrives, aims a gun at Lucifer, and shoots.",tt11284730,tt4052886
221604,Lucifer's been shot and falls in slow motion. Chloe rushes to his side.,tt11284738,tt4052886
274584,Lucifer works on Operation Payback Dan.,tt11284738,tt4052886
274200,Maze kicks Lucifer through a glass door and they begin to fight.,tt11284738,tt4052886
274201,Amenadiel fights Michael.,tt11284738,tt4052886
274202,"Lucifer, Maze, Amenadiel and Michael fight each other.",tt11284738,tt4052886
274203,"Lucifer, Maze, Amenadiel and Michael continue fighting until they are interrupted.",tt11284738,tt4052886
318279,Lucifer performs.,tt11284740,tt4052886
319499,Chloe arrives at Lux to talk to Lucifer.,tt11284740,tt4052886
274403,Hole and Juan; Lucifer and Chloe enter the arcade looking for Juan.,tt11284740,tt4052886
274420,Lucifer and Chloe interview all the members of the family.,tt11284740,tt4052886
319500,After Maze and God talk.,tt11284740,tt4052886
314434,"God, Amenadiel, Michael and Linda prepare for dinner. Lucifer arrives unexpectedly.",tt11284740,tt4052886
319501,Mazikeen and Michael are talking in the club.,tt11284740,tt4052886
318281,Lucifer and Chloe have a conversation about their relationship.,tt11284740,tt4052886
318282,Lucifer sits at the piano and sings.,tt10519880,tt4052886
318283,Ella begins to sing the song. Dan joins in along with the rest of the gang as well as the school.,tt10519880,tt4052886
318284,Lucifer and Shelley sing the song.,tt10519880,tt4052886
318285,"Maze and Ella perform a mashup of ""Bad To The Bone"" and ""No Scrubs"".",tt10519880,tt4052886
318286,Dan and Amenadiel sing the song in Lux.,tt10519880,tt4052886
318287,"Linda is walking with Charlie in the park and she begins to sing. Other people in the park dance along. Amenadiel joins in, and they sing the song together.",tt10519880,tt4052886
318288,Trixie sings.,tt10519880,tt4052886
318289,Lucifer and his Dad sing the song together.,tt10519880,tt4052886
318290,Dan and Amenadiel talk about Dan meeting God while they are at Lux.,tt10519880,tt4052886
121879,Lucifer and Amenadiel walk down the stairs at LUX with purpose. They are going to confront their dad but find that he is not there.,tt11284742,tt4052886
242242,Chloe leaves Trixie at Linda's. God tried to comfort Dan.,tt11284742,tt4052886
318291,God disappears from the precinct. Lucifer and Chloe arrive at the crime scene.,tt11284742,tt4052886
318293,Dan and Maze at Lux; Lucifer and Chloe talking to a suspect at the hospital.,tt11284742,tt4052886
318294,"Dan and Chloe discuss Trixie and the sting in the surveillance van. Lucifer arrives at the abandoned airfield for the sting. Turns out, God is there as well.",tt11284742,tt4052886
318295,Lucifer's penthouse; Chloe interrogating a suspect at the precinct.,tt11284742,tt4052886
114791,Maze and Amenadiel have a conversation about God at Lux.,tt11284742,tt4052886
318296,"In the subway, God finds Trixie.",tt11284742,tt4052886
318297,"At LUX, Dan and Maze have a brief conversation. Maze talks with God about a soul.",tt11284742,tt4052886
318298,Dan and God have a conversation at Lux.,tt11284742,tt4052886
319502,,tt11284742,tt4052886
318299,Dan wakes up in the morning and goes through his routine of getting ready for work at the precinct.,tt11284746,tt4052886
319507,Lucifer plays te piano when dan walks in,tt11284746,tt4052886
318302,Lucifer enters the Los Exes shop and begins talking with the surprised gang members. Dan climbs over a fence to enter the shop from the back and look for his package.,tt11284746,tt4052886
318300,Lucifer and Dan grab bikes to escape the Los Exes gang. Dan peddles a bike down the street. A head tumbles out of the box he was carrying.,tt11284746,tt4052886
319506,Dan talks to Russian mob as Joe Stone,tt11284746,tt4052886
318301,"In slow motion, everyone at Lux starts to shoot each other.",tt11284746,tt4052886
62839,The party for pulling off the prank on Dan is in full swing. Dan and Lucifer have a conversation and share a drink. Lucifer tells him why he did the prank in the first place.,tt11284746,tt4052886
319503,Add description,tt11284746,tt4052886
319504,,tt11284746,tt4052886
319505,,tt11284746,tt4052886
318303,Lucifer and Chloe discuss their relationship at Lux.,tt11284748,tt4052886
222692,Lucifer and Chloe approach the crime scene. Ella gives them a report about the murder.,tt11284748,tt4052886
318304,Maze matches the car's license plate with the BOLO.,tt11284748,tt4052886
318305,Maze and Eve; Chloe working on the case at the precinct.,tt11284748,tt4052886
318306,Amenadial tells Dan that he thinks he is going to become God. Dan congratulates him.,tt11284748,tt4052886
318307,"Amenadiel and Dan; Lucifer, Chloe, and Linda outside the art gallery.",tt11284748,tt4052886
318308,Maze and Eve arrive at a warehouse for a stakeout.,tt11284748,tt4052886
318309,Clive confronts Maze and Eve. They fight.,tt11284748,tt4052886
204719,Eve starts to pass out as Maze tries to keep her awake. She see's Maze kick Clive's ass before Maze then carries Eve out.,tt11284748,tt4052886
312356,Lucifer and Amenadiel have a conversation at LUX.,tt11284748,tt4052886
318310,Lucifer tells Amenadiel that he's going to be God.,tt11284748,tt4052886
318311,Lucifer and Chloe are driving and having a conversation. Lucifer and Chloe arrive at the aquarium.,tt11284750,tt4052886
248632,Chloe arrives at Jeremy's restaurant. She meets Lucifer at the bar and Lucifer's Dad and Chloe's Mom arrive to join them.,tt11284750,tt4052886
169107,Lucifer and Chloe are on a double date with God and Chloe's mom. Lucifer tries to order off the secret menu.,tt11284750,tt4052886
318312,Sato and Lucifer fight.,tt11284750,tt4052886
318313,Sato and Lucifer fight.,tt11284750,tt4052886
318314,"Lucifer tells Amenadiel and God that his sister helped him deliver a message. Lucifer's Mom appears and walks down the stairs to say hello to Lucifer, Amenadiel, and God.",tt11284750,tt4052886
318315,Lucifer and Chloe are having a moment. She tells him something important before they are interrupted by Remiel.,tt11284750,tt4052886
318316,Lucifer is at LUX trying to secure Jophiel's vote.,tt11284754,tt4052886
318317,Lucifer at LUX; Lucifer and Chloe at the crime scene in a wine storage facility.,tt11284754,tt4052886
318318,Lucifer at LUX; Lucifer and Chloe walking up to a suspect's house.,tt11284754,tt4052886
252490,"Everyone sits in the waiting room, waiting to hear some news. The doctor arrives and delivers upsetting news. Everyone is sad.",tt11284754,tt4052886
318319,The cast sings.,tt11284754,tt4052886
318320,Miss Odetta starts doing a reading for Lucifer and Chloe.,tt11284754,tt4052886
224296,"In LUX, Lucifer sits at the bar, he hears Michael playing the piano and goes to confront him. LUX goes back to business after the squabble. Michael and Lucifer have a conversation.",tt10959182,tt4052886
96566,"Everything is low-key at LUX. Lucifer is feeling morose. He suddenly hears someone playing a crude version of ""Heart & Soul"" on the piano and turns to see Michael playing the piano.",tt10959182,tt4052886
318321,Eve is at LUX waiting for someone. Maze sits with her and they have a conversation about their relationship.,tt10959182,tt4052886
100830,"Maze, Chloe, Lucifer, and Amenadiel discuss their plan. Amenadiel has an idea about where to find an army. They make a choice about dealing with Michael.",tt10959182,tt4052886
318322,Lucifer and Chloe arrive at the Coliseum. Amenadiel arrives.,tt10959182,tt4052886
318323,Lucifer and Amenadiel begin to sing to try to delay and distract Michael until Maze arrives with help.,tt10959182,tt4052886
275884,Eve and Maze arrive with their demon army to support Lucifer.,tt10959182,tt4052886
318324,Chloe is stabbed through the stomach. She says some last words before dying. Lucifer heads to Heaven on a mission. The demon army is called into action as they race forward to fight the angels.,tt10959182,tt4052886
247137,Lucifer stands over the crowd as they slowly begin to kneel one by one.,tt10959182,tt4052886
45256,"Lucifer driving in LA, gets pulled over by a motorcycle cop.",tt12585334,tt4052886
331536,,tt12585334,tt4052886
331538,,tt12585334,tt4052886
331537,"Over view of the city, cuts to Linda And Amenadiel host Maze and Eve for dinner.",tt12585334,tt4052886
331539,,tt12585334,tt4052886
331540,,tt12585334,tt4052886
331526,In Hell someone is sitting on the throne.,tt12585334,tt4052886
252048,"Opening, Lucifer is with Chloe at his penthouse.",tt13063432,tt4052886
331541,Linda's office; Crime scene at theatre.,tt13063432,tt4052886
331542,Chloe's apartment; Precinct.,tt13063432,tt4052886
331543,Evidence lockup; Drag club.,tt13063432,tt4052886
331544,Lucifer and Busty Bazoongas sing.,tt13063432,tt4052886
216701,,tt13063432,tt4052886
331545,,tt13063432,tt4052886
321591,The demon finds the new angel in hell.,tt13063432,tt4052886
331546,Ella meets Carol in LUX.,tt13063432,tt4052886
331547,Ella talks with Lucifer in LUX.,tt13063432,tt4052886
147246,Carol's apartment; Chloe and Maze talk in their apartment.,tt13063432,tt4052886
331548,Maze and Chloe sparring.,tt13063432,tt4052886
331549,Linda's office; Ella's lab.,tt13063434,tt4052886
331550,(0:11) Lucifer and Chloe wander the halls looking for a certain hell loop.,tt13063434,tt4052886
331551,Aerial views of the city; Amenadiel waits for Officer Harris.,tt13063434,tt4052886
331552,Cartoon hell loop; Officer Harris and Amenadiel sit in a patrol car with Maze in the back seat.,tt13063434,tt4052886
5048,Lucifer and Chloe in the very 80's layer of Jimmy's personal Hell.,tt13063434,tt4052886
22448,Rory plays it on Lucifer's sound system as a response to Dan's plea.,tt13063434,tt4052886
293361,Break dancers in Jimmy's hell loop.,tt13063434,tt4052886
331553,Young Jimmy meets Wednesday's Child in his hell loop to celebrate their first platinum.,tt13063434,tt4052886
52427,On TV when Jimmy pushes a woman out of his life.,tt13063434,tt4052886
331554,,tt13063434,tt4052886
331555,Maze and Amenadiel talk in LUX.,tt13063434,tt4052886
331556,Lucifer talks to Dan in his penthouse to the morning; Chloe arrives.,tt13063500,tt4052886
331557,Lucifer goes to Miami. Linda and Amenadiel's apartment; Miami.,tt13063500,tt4052886
331558,Lucifer puts on his glasses before Opening Titles.,tt13063500,tt4052886
331560,"Lucifer is in Miami, walking along a swimming pool, on the phone with Maze.",tt13063500,tt4052886
331561,People dance in Miami.,tt13063500,tt4052886
298361,Lucifer is in New Mexico.,tt13063500,tt4052886
331559,,tt13063500,tt4052886
331562,,tt13063500,tt4052886
331563,Hollywood/LA overview; Dan goes down to the lounge in LUX.,tt13063500,tt4052886
331564,,tt13063500,tt4052886
331565,At the gas station.,tt13063500,tt4052886
45948,Lucifer and Chloe fight the men at the hippie camp.,tt13063500,tt4052886
331566,Lucifer and Dan talk about finding Rory.,tt13063500,tt4052886
331567,"Amenadiel talks to Ella at the precinct; Lucifer, Chloe and Rory talk in his penthouse.",tt13070562,tt4052886
279408,Eve and Maze plan their wedding at the club.,tt13070562,tt4052886
331569,Lucifer and Maze talk at LUX.,tt13070562,tt4052886
331568,"At LUX, Maze and Eve question Rory about the future before Amenadiel arrives.",tt13070562,tt4052886
331570,"At the end, Dan tells Chloe where Trixie gets her strength.",tt13070562,tt4052886
183989,Amenadiel is riding in the cop car with Officer Harris.,tt13070564,tt4052886
331571,Rory exits the penthouse elevator.,tt13070564,tt4052886
331572,Rory gets presents from Lucifer.,tt13070564,tt4052886
331573,Lucifer and Rory are in his car. Rory is driving.,tt13070564,tt4052886
331574,Lucifer attempts to convince Rory he knows how to party.,tt13070564,tt4052886
331575,"Party at LUX, Maze brings drinks.",tt13070564,tt4052886
331576,Lucifer sings to Rory and Maze in LUX.,tt13070564,tt4052886
331577,"At the end, Lucifer and Rory sing together.",tt13070564,tt4052886
331578,Rory flies off from the top of the building after talking with Lucifer.,tt13070566,tt4052886
22680,Adam walks down the stairs into the club; (repeats) End credits.,tt13070566,tt4052886
312942,Eve rejects Adam at LUX.,tt13070566,tt4052886
184472,Eve binges at home.,tt13070566,tt4052886
331581,Entering the wedding venue.,tt13070566,tt4052886
331583,Maze walks down the aisle.,tt13070566,tt4052886
331586,(0:47) At the reception.,tt13070566,tt4052886
331584,Eve walks down the aisle.,tt13070566,tt4052886
331585,Maze and Eve are pronounced wife and wife.,tt13070566,tt4052886
331587,At the reception.,tt13070566,tt4052886
331580,,tt13070566,tt4052886
331579,"Before Opening Titles, Adam walks into the club.",tt13070566,tt4052886
39643,Maze and Eve at the balcony.,tt13070566,tt4052886
331588,Everyone is at LUX reading Linda's manuscript.,tt13063430,tt4052886
331589,Lucifer and Ella are reading pages of the manuscript at LUX.,tt13063430,tt4052886
331590,Maze and Dan read the time they killed a guy in Linda's manuscript.,tt13063430,tt4052886
331591,Montage of Lucifer and Chloe's relationship.,tt13063430,tt4052886
331592,"At the end, Lucifer is at the penthouse with Amenadiel.",tt13063430,tt4052886
145002,Lucifer wakes up and starts his day.,tt13070570,tt4052886
331593,[The Bangles cover version],tt13070570,tt4052886
306042,Lucifer has fun with his daughter Rory on his last day.,tt13070570,tt4052886
331594,Lucifer goes to see Maze and says goodbye.,tt13070570,tt4052886
331980,"Maze rides away after saying goodbye, Lucifer watches.",tt13070570,tt4052886
331596,"Chloe, Lucifer, and Rory drive to the beach.",tt13070570,tt4052886
331597,Lucifer and Chloe hold each other in the panic room.,tt13070570,tt4052886
331598,Lucifer and Chloe on their way to 10th and Swanson to rescue Rory,tt13070572,tt4052886
27379,Lucifer and Chloe fight to get to Rory.,tt13070572,tt4052886
331600,Lucifer imagines Chloe is with him while they kiss.,tt13070572,tt4052886
331599,Rory says goodbye and returns back to her timeline in the future.,tt13070572,tt4052886
96566,Lucifer and Chloe play their song at the piano in LUX before they goodbye.,tt13070572,tt4052886
331601,End montage; everyone's present and future.,tt13070572,tt4052886
248197,"At the end, Chloe dies and reunites with Lucifer in Hell.",tt13070572,tt4052886
91163,Betty gets ready to meet with Archie.,tt5728914,tt5420376
114822,(July 4th) Jason and Cheryl Blossom drive out to Sweetwater River for an early morning boat ride. Jughead narrates.,tt5728914,tt5420376
114824,"Betty looks at her prescription, Archie works on a song when Reggie stops by his locker to ask how he got so ripped",tt5728914,tt5420376
114812,Betty and Archie discuss their summer jobs; Betty prompts a discussion about their relationship; Veronica meets Archie and Betty.,tt5728914,tt5420376
115547,Josie and the Pussycats rehearse when Archie stops by in search of music help.,tt5728914,tt5420376
130626,Cheryl speaks at the assembly while Archie flashes back to his relationship with Ms Grundy over the summer.,tt5728914,tt5420376
115550,"Veronica joins Betty, Kevin and Archie at lunch; (repeats) Archie lets Ms Grundy listen to song for her advice.",tt5728914,tt5420376
130627,"Cheryl approaches Kevin, Veronica and Betty's lunch table; Veronica tells Cheryl she won't be on the River Vixens without Betty",tt5728914,tt5420376
130631,"Coach Clayton offers Archie a spot on the football team, Betty and Veronica put on their new River Vixens uniforms",tt5728914,tt5420376
130632,"Veronica tells Betty about her past in New York, Betty talks about Polly and Jason's relationship",tt5728914,tt5420376
101627,"Betty dances in celebration around in her room due to her getting on the cheerleading squad and Archie agreeing to be her date, when her mother comes into her room.",tt5728914,tt5420376
96506,Archie arrives at the dance with Betty and Veronica on his arms; Veroncia leaves Betty and Archie alone; Kevin tells Betty about Moose propositioning him in the bathroom; Archie strikes a deal with Geraldine to help him study music for his silence.,tt5728914,tt5420376
115546,"Josie and the Pussycats perform in honor of Jason; Archie tells Betty about his new schedule for music and football, Betty expresses her hope that she and Archie can be a power couple.",tt5728914,tt5420376
98818,"Cheryl sets up a game of 7 Minutes In Heaven, with Archie then spins a bottle to see who he is paired off with, it's Veronica.",tt5728914,tt5420376
101120,Veronica and Archie ask each other questions about their lives to pass the time in the closet during their 7 Minutes In Heaven and kiss.,tt5728914,tt5420376
69045,"Veronica and Archie exit the closet only to find Betty missing, they confront Cheryl about her actions then race to find Betty.",tt5728914,tt5420376
114815,(Jughead's voiceover) Archie goes to Pop's finding Jughead there; Jughead tells Archie about his book on Jason Blossom that he's writing then gives Archie advice about Betty.,tt5728914,tt5420376
130665,Archie talks with Betty at her house,tt5728914,tt5420376
90810,Kevin and Moose prepare to skinny dip when they find Jason's body; Jughead writes about Jason; Jason's body is taken from the lake as people gather.,tt5728914,tt5420376
149718,Opening; Jughead's monologue as the Blossoms drive.,tt5728914,tt5420376
105909,'Perfect Town' Extended Promo,tt5728914,tt5420376
86565,'Series Premiere' and 'Deeper' Trailers,tt5728914,tt5420376
92685,S01E02 'Chapter Two: A Touch of Evil' Promo,tt5728914,tt5420376
96505,,tt5728914,tt5420376
248725,Sheriff Keller talks to Riverdale High on speaker.,tt5728918,tt5420376
115549,"Archie plays his new song for Veronica, Betty and Kevin; Betty flashbacks to her dance with Archie.",tt5728918,tt5420376
123631,The Vixens practice for the pep rally in the gym.,tt5728918,tt5420376
97812,Veronica visits her mother at Pop's Diner; Archie arrives at Pop's to pick up an order; Hermione compliments him then suggest he walks Veronica home.,tt5728918,tt5420376
115207,"As Archie and Veronica walk home, they discuss how they respectively screwed up with Betty. Archie tells Veronica that he proposed to Betty when they were in second grade.",tt5728918,tt5420376
115208,"Cheryl does Betty's makeup and apologizes for taking her anger out on her then questions her about Veronica, her sister, Polly's whereabouts and if she knew of Jason's death.",tt5728918,tt5420376
90681,Everyone hangs out in the student lounge; Reggie questions Moose and Kevin about discovering Jason's body then suggests Jughead killed Jason; Archie gets into a fight defending Jughead.,tt5728918,tt5420376
115548,Vixens preforms their cheerleading routine as Josie and the Pussycats perform  at the school pep rally.,tt5728918,tt5420376
136416,Betty and Veronica talk at Pop's Diner; Archie and Jughead arrive; Betty asks if they'd like to join her and Veronica.,tt5728918,tt5420376
102359,"Jughead, Archie, Veronica and Betty hang out at Pop's; Archie goes to talk with Weatherbee and sees the Sheriff leaving; Weatherbee and Keller go to the science room to take Cheryl in for questioning.",tt5728918,tt5420376
115216,S01E03 'Body Double' promo.,tt5728918,tt5420376
230534,Cheryl is questioned by the police.,tt5728922,tt5420376
12420,"Veronica, Betty, Archie and Kevin are in the student lounge, discussing the recent developments in Jason's murder, Kevin suggests they watch 'How to Make a Murderer'; Veronica says she has a date.",tt5728922,tt5420376
115543,"Veronica and Chuck end their date by taking a selfie then talk about how similar they are, then they start making out.",tt5728922,tt5420376
115544,Jughead at Pop's talking to A scout about what happened at sweet water river,tt5728922,tt5420376
115545,Betty enters the diner and approaches Chuck.,tt5728922,tt5420376
103688,"Chuck arrives at Ethel's pool house to find Veronica there, she tells him she's decided to join them, then a dark-haired red lipsticked Betty joins them.",tt5728922,tt5420376
115551,The Taste Of Riverdale event; Fred introduces himself to Miss Grundy; Mayor McCoy asks Penelope Blossom how she's doing; Alice asks Penelope for a quote and receives a slap in the face.,tt5728922,tt5420376
136418,[On-screen performance] The Pussycats perform at the 'Taste of Riverdale' event.,tt5728922,tt5420376
115552,Veronica questions Betty's plan to drug Chuck; Chuck is agreeable when Betty asks him if he wants to slow down.,tt5728922,tt5420376
248667,Chuck is handcuffed to the hot tub; Veronica records him as Betty makes Chuck confess; Betty pours maple syrup on Chuck while ordering him to apologize for ruining Polly.,tt5728922,tt5420376
71529,Chuck is handcuffed to the hot tub; Veronica records him as Betty makes Chuck confess; Betty pours maple syrup on Chuck while ordering him to apologize for ruining Polly.,tt5728922,tt5420376
203621,Jughead narrates as the football team is suspended. Cheryl and Betty burn the playbook. Dilton tells Jughead and Betty about Mrs. Grundy's car being parked by the river on July 4th.,tt5728922,tt5420376
115835,Archie and Fred watch Ms Grundy play the cello at a party; Fred compliments her; Archie flashes back to his first night with her.,tt5728924,tt5420376
115836,"At Pop's, Jughead lashes out about the Twilight Drive-In to Betty, Ronnie and Kevin then asks them to come to the closing; Cheryl tries to insult Hermione; Betty asks Archie to speak.",tt5728924,tt5420376
115838,"Cheryl, Tina and Ginger listen to music in Cheryl's car when Cheryl notices Hermoine talking to a Southside Serpent; Cheryl snaps a picture of them with her phone.",tt5728924,tt5420376
115851,Cheryl confronts Veronica about seeing her mother talking to a serpent,tt5728924,tt5420376
115843,Alice tells Betty that she will never stop trying to protect her; Betty reminds her that she's not Polly but Elizabeth Cooper; Betty writes in her journal.,tt5728924,tt5420376
119596,Kevin and Ronnie talk about going to the Twilight Drive In.,tt5728924,tt5420376
128035,Archie and his father embrace. Elizabeth talks to her mom and reminds her that she's not Polly and doesn't need to control her life. Archie and Betty make up.,tt5728924,tt5420376
124190,"Betty journals after making up with Archie; Ms. Grundy leaves town; Jughead packs his things, leaves the drive-in movie hut, and talks to his dad about where he'll live.",tt5728924,tt5420376
116026,1x05 extended promo.,tt5728924,tt5420376
116159,"Archie works out with a punching bag when his dad comes in and comments on his shift from music to sports, Archie explains to him about plan to get a scholarship through football to study music.",tt5728926,tt5420376
116161,"Fred arrives at Pop's to pick up his lunch order and coffee, he suggests Hermione that they go on a date.",tt5728926,tt5420376
110925,Veronica question Betty about Trev as they join Archie on the bleachers; Veronica and Betty question Archie on how he's feeling after Grundy; Valerie suggest Archie check out a songwriter for help.,tt5728926,tt5420376
116162,"Veronica sees Archie wrapping his hand, she takes the wrapping and helps him out then suggests he needs to stop punishing himself.",tt5728926,tt5420376
110426,"At Pop's, Betty questions Trev while on their date, he devulges to her  that months ago Jason started acting secretive, selling his stuff and dealing drug just after he started dating Polly.",tt5728926,tt5420376
160822,"[Tears For Fears cover version] Cheryl shows up at the memorial services for Jason in her white dress from the 4th of July, she thanks everyone for coming.",tt5728926,tt5420376
116163,"Veronica thumbs through Cheryl's photo album and compliments Jason, then asks Cheryl why she invited her for a sleepover; Veronica offers to help Cheryl memorialize Jason in her own way.",tt5728926,tt5420376
116174,"(Tears for Fears cover) Cheryl shows up at the memorial services for Jason in her white dress from the 4th of July, she thanks everyone for coming.",tt5728926,tt5420376
134250,Archie and Valerie talk at Pop's,tt5728926,tt5420376
116165,Valerie finds Archie working on a song in the music room; Cheryl sees a vision of Jason in family garden; Jughead tells Betty that if her parents lied about Polly they probably lied about other things,tt5728926,tt5420376
130626,Cheryl invites Veronica for a sleepover; Archie decides what career path he wants to take.,tt5728926,tt5420376
19952,,tt5728926,tt5420376
39536,"As her mother puts away her clothes, Betty informs her mother that she invited Jughead over for breakfast.",tt5728928,tt5420376
119488,"Betty and Jughead discuss Polly when Archie asks what they're talking about; Archie offers to help Betty and Jughead with their plan to get to Polly, but Betty tells him no since he needs to practice.",tt5728928,tt5420376
115547,Josie stops The Pussycats rehearsal to complain about Valerie's performance.,tt5728928,tt5420376
116669,Archie and Valerie practice the song they wrote together when Veronica arrives; (repeats) Archie and Valerie practice in his garage; (repeats) Valerie practices on the keyboard when Archie arrives.,tt5728928,tt5420376
119501,Veronica tells Josie and Melody that their search for a new Pussycat is over; Veronica walks down the hallway with Josie and Melody past Val and Archie with her Pussycat ears on.,tt5728928,tt5420376
116667,"The Pussycats reunited with Valerie sing together along; Betty and Jughead find the car Jason hide for himself and Polly, someone watches them; Josie begins to feel nervous when dad leaves the show.",tt5728928,tt5420376
128035,Betty meets Polly in the gardens at the Sisters of Mercy,tt5728928,tt5420376
118985,"Josie, her family and estranged father eat dinner.",tt5728928,tt5420376
116651,"Josie and Veronica eat at Pop's; Josie tells Veronica about her father, Veronica tells Josie about catching her mother kissing Fred Andrews, Josie says maybe there's another side to the story.",tt5728928,tt5420376
116654,"Jughead climbs through Betty's window, she informs him that her parents are crazy and that Polly seemed to be and maybe she is too; Jughead calms Betty down with a kiss; Betty remembers a something that Polly said to her about Jason's car being hidden.",tt5728928,tt5420376
116668,Archie performs solo at the variety show; Betty and Jughead meet up with Sheriff Keller to tell him about Jason's car and take him to go back to car; Betty hears Archie singing over the intercom.,tt5728928,tt5420376
74280,[Extreme Music] 1x7 'In A Lonely Place' promo.,tt5728928,tt5420376
117034,"(Jughead's dream) Jughead dreams about perfect '50s-esque life and dinner with his friends and the Coopers, Mrs. Cooper gives him the carving knife.",tt5728930,tt5420376
117035,Jughead leaves the closet where he has been sleeping since moving out of the drive-in theatre and gets ready for his day in the boys locker room when he's surprised by Archie's appearance.,tt5728930,tt5420376
83590,"In the student lounge, Betty shares that her parents refuse to go to the police about Polly; Archie and Veronica notice Betty and Jughead's closeness; the others ask Betty what she wants of them.",tt5728930,tt5420376
103788,Betty and Jughead lead a search party for Polly in the woods when they run into the Blossoms search party; Veronica tells Kevin how she lets off steam and tells him her plan to get back at her mother.,tt5728930,tt5420376
128414,(0:13) Jughead is walking Betty home and betty realizes where polly is.,tt5728930,tt5420376
99052,"In the student lounge, Betty tells Veronica that she doesn't want Polly to run away but doesn't know how to help her. Veronica says that she has a plan, but needs to talk to her mother first.",tt5728930,tt5420376
